4,6,992.2153413837625
4,7,1359.813243894049
4,13,1782.9400495639625
4,17,1194.2413711023275
4,18,1518.4911111111112
4,21,1678.5228835978835
4,22,1430.4685557848868
4,23,1297.8773997741387
6,4,958.0133910533912
6,7,920.6964211252767
6,13,2305.8122222222223
6,17,931.8518084384749
6,18,1239.8300000000002
6,21,1683.0333333333333
6,22,1427.9927777777777
6,23,1648.4133333333332
7,4,1284.7575507395939
7,6,767.7128991781167
7,13,2216.6460539460545
7,17,800.6510742344077
7,18,834.7489872081821
7,21,1539.2462962962964
7,22,1443.1586454608196
7,23,1616.0644179894182
13,4,1497.6138561931896
13,6,1931.6567460317458
13,7,2000.7211355311358
13,17,1596.969363560416
13,18,1911.8888888888891
13,21,1235.3829366436032
13,22,1359.4644739094979
13,23,1036.5609256122038
17,4,1253.0862114938202
17,6,929.0078189082095
17,7,1036.2846451811495
17,13,1872.1025971792228
17,18,1042.2189552177315
17,21,1256.3611837630228
17,22,1032.8753772073057
17,23,1216.4896770662292
18,4,1627.1177777777775
18,6,1091.13
18,7,988.6243794944879
18,13,2098.4888888888886
18,17,1030.1035118532645
18,21,1451.3100000000002
18,22,1399.9979975579977
18,23,1580.2
21,4,1631.833201058201
21,6,1611.151111111111
21,7,1636.8574074074072
21,13,1233.0475403608737
21,17,1188.627778385939
21,18,1663.4866666666667
21,22,797.4999322238764
21,23,786.0765698837971
22,4,1559.8017156862745
22,6,1549.2587037037038
22,7,1572.536863370548
22,13,1305.507542526418
22,17,1120.2021891780714
22,18,1554.730473970474
22,21,797.4120862431758
22,23,835.47665508676
23,4,1381.8648320471798
23,6,1671.072222222222
23,7,1675.682142857143
23,13,1114.9867190509294
23,17,1208.0823608281196
23,18,1714.4611111111112
23,21,796.2487658508709
23,22,773.7898702278247
